Round,Dataset,Num1,Num2,Num3,Num4,Num5,CB
1,Complete,2,22,38,56,58,2
1,Monday,8,32,45,57,59,3
1,Tuesday,6,11,19,46,57,3
1,Wednesday,4,16,28,45,57,3
1,Thursday,9,30,46,52,58,2
1,Friday,5,31,42,55,56,2
1,Saturday,11,15,43,53,55,3
1,Sunday,12,25,38,41,55,4
