Round,Dataset,Num1,Num2,Num3,Num4,Num5,CB
1,Complete,15,36,58,59,60,3
1,Monday,25,38,54,59,60,1
1,Tuesday,13,17,44,51,60,1
1,Wednesday,18,21,39,57,58,4
1,Thursday,4,21,40,51,56,2
1,Friday,3,40,49,57,58,2
1,Saturday,18,24,54,57,58,3
1,Sunday,31,41,43,56,60,4
